train_id,service_family,origin_terminal,destination_terminal,path,work_stops,stop_pattern,work_stop_count,origin_departure_time,destination_arrival_time,service_distance_km,candidate_source,timetable_basis
CAND0107,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-10 12:00,2026-08-10 21:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0108,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-10 18:00,2026-08-11 03:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0109,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-11 00:00,2026-08-11 09:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0110,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-11 06:00,2026-08-11 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0111,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-11 12:00,2026-08-11 21:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0112,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-11 18:00,2026-08-12 03:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0113,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-12 00:00,2026-08-12 09:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0114,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-12 06:00,2026-08-12 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0115,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-12 12:00,2026-08-12 21:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0116,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-12 18:00,2026-08-13 03:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0117,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-13 00:00,2026-08-13 09:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0118,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-13 06:00,2026-08-13 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0119,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-13 12:00,2026-08-13 21:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0120,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-13 18:00,2026-08-14 03:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0121,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-14 00:00,2026-08-14 09:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0122,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-14 06:00,2026-08-14 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0123,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-14 12:00,2026-08-14 21:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0124,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-14 18:00,2026-08-15 03:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0125,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-15 00:00,2026-08-15 09:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0126,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-15 06:00,2026-08-15 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0127,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-15 12:00,2026-08-15 21:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0128,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-15 18:00,2026-08-16 03:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0129,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-16 00:00,2026-08-16 09:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0130,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|BUSAN,SSPS,3,2026-08-16 06:00,2026-08-16 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0131,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-10 06:00,2026-08-10 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0132,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-10 12:00,2026-08-10 21:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0133,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-10 18:00,2026-08-11 03:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0134,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-11 00:00,2026-08-11 09:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0135,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-11 06:00,2026-08-11 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0136,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-11 12:00,2026-08-11 21:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0137,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-11 18:00,2026-08-12 03:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0138,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-12 00:00,2026-08-12 09:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0139,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-12 06:00,2026-08-12 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0140,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-12 12:00,2026-08-12 21:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0141,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-12 18:00,2026-08-13 03:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0142,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-13 00:00,2026-08-13 09:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0143,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-13 06:00,2026-08-13 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0144,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-13 12:00,2026-08-13 21:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0145,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-13 18:00,2026-08-14 03:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0146,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-14 00:00,2026-08-14 09:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0147,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-14 06:00,2026-08-14 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0148,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-14 12:00,2026-08-14 21:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0149,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-14 18:00,2026-08-15 03:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0150,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-15 00:00,2026-08-15 09:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0151,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-15 06:00,2026-08-15 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0152,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-15 12:00,2026-08-15 21:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0153,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-15 18:00,2026-08-16 03:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0154,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-16 00:00,2026-08-16 09:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0155,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|YAKMOK|BUSAN,SPSS,3,2026-08-16 06:00,2026-08-16 15:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0156,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-10 06:00,2026-08-10 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0157,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-10 12:00,2026-08-11 00:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0158,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-10 18:00,2026-08-11 06:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0159,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-11 00:00,2026-08-11 12:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0160,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-11 06:00,2026-08-11 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0161,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-11 12:00,2026-08-12 00:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0162,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-11 18:00,2026-08-12 06:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0163,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-12 00:00,2026-08-12 12:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0164,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-12 06:00,2026-08-12 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0165,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-12 12:00,2026-08-13 00:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0166,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-12 18:00,2026-08-13 06:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0167,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-13 00:00,2026-08-13 12:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0168,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-13 06:00,2026-08-13 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0169,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-13 12:00,2026-08-14 00:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0170,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-13 18:00,2026-08-14 06:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0171,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-14 00:00,2026-08-14 12:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0172,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-14 06:00,2026-08-14 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0173,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-14 12:00,2026-08-15 00:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0174,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-14 18:00,2026-08-15 06:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0175,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-15 00:00,2026-08-15 12:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0176,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-15 06:00,2026-08-15 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0177,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-15 12:00,2026-08-16 00:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0178,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-15 18:00,2026-08-16 06:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0179,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-16 00:00,2026-08-16 12:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0180,GYEONGBU,UIWANG,BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,UIWANG|BUGANG|YAKMOK|BUSAN,SSSS,4,2026-08-16 06:00,2026-08-16 18:00,408.1,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0181,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-10 06:00,2026-08-10 09:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0182,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-10 12:00,2026-08-10 15:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0183,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-10 18:00,2026-08-10 21:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0184,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-11 00:00,2026-08-11 03:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0185,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-11 06:00,2026-08-11 09:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0186,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-11 12:00,2026-08-11 15:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0187,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-11 18:00,2026-08-11 21:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0188,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-12 00:00,2026-08-12 03:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0189,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-12 06:00,2026-08-12 09:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0190,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-12 12:00,2026-08-12 15:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0191,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-12 18:00,2026-08-12 21:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0192,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-13 00:00,2026-08-13 03:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0193,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-13 06:00,2026-08-13 09:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0194,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-13 12:00,2026-08-13 15:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0195,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-13 18:00,2026-08-13 21:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0196,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-14 00:00,2026-08-14 03:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0197,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-14 06:00,2026-08-14 09:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0198,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-14 12:00,2026-08-14 15:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0199,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-14 18:00,2026-08-14 21:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0200,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-15 00:00,2026-08-15 03:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0201,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-15 06:00,2026-08-15 09:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0202,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-15 12:00,2026-08-15 15:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0203,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-15 18:00,2026-08-15 21:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0204,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-16 00:00,2026-08-16 03:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0205,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-16 06:00,2026-08-16 09:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
CAND0206,GYEONGBU,BUGANG,YAKMOK,BUGANG|YAKMOK,BUGANG|YAKMOK,SS,2,2026-08-16 12:00,2026-08-16 15:00,152.6,PROTOTYPE_SYNTHETIC,PROTOTYPE_6H_SYNTHETIC
