recommendation_id,carrier_id,origin_hub,origin_name,destination_hub,destination_name,container_size,quantity_boxes,quantity_teu,train_id,road_distance_km,road_duration_minutes,truck_tariff_distance_km,truck_vehicle_count,truck_per_vehicle_fare_krw,truck_rate_type,truck_capacity_rule,truck_standard_min_cost_krw,truck_combine_min_cost_krw,truck_fare_candidate_count,truck_combine_eligibility,truck_combine_applied,truck_combine_pair_count,rail_tariff_distance_km,rail_physical_distance_km,rail_model_charge_krw,rail_distance_fare_krw,rail_handling_cost_krw,rail_cost_krw,truck_cost_krw,cost_difference_krw,cost_saving_rate,rail_process_start_time,rail_available_time,rail_end_to_end_hours,truck_origin_loading_hours,truck_destination_unloading_hours,truck_end_to_end_hours,time_difference_hours,rail_total_train_co2_kg,rail_max_capacity_teu,rail_co2_allocation_ratio,rail_co2_kg,truck_co2_kg,co2_difference_kg,co2_reduction_rate,truck_fare_policy,truck_fare_source,truck_distance_source,rail_co2_parameter_source,time_boundary
REC0025,CARRIER_E,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,1,1.0,CAND0158,278.599,195.37800000000001,279,1,696900.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",696900,,3,INELIGIBLE: 20FT 1개는 2개/대 COMBINE 대상 아님,False,0,296.3,296.29999999999995,113139.19,113100,16000,129100,696900,567800,0.8147510403214234,2025-07-01 20:00,2025-07-02 09:00,13.0,1.5,1.5,6.2563,-6.7437,2450.7015667199994,66.0,0.015151515151515152,37.13184191999999,239.28310912,202.1512672,0.8448204636902371,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0026,CARRIER_E,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,2,2.0,CAND0158,375.823,288.35766666666666,376,1,763380.0,안전위탁운임,20FT 2개/대 COMBINE,848200,763380,3,ELIGIBLE: 20FT 1쌍에 2개/대 COMBINE 운임 적용,True,1,402.3,408.09999999999997,307228.46,307200,32000,339200,763380,424180,0.5556603526421966,2025-07-01 15:00,2025-07-02 09:00,18.0,1.5,1.5,7.805961111111111,-10.194038888888889,3375.40097664,66.0,0.030303030303030304,102.28487808,322.78685824,220.50198016000002,0.6831194471865746,"포지셔닝: 의왕ICD ↔ 항만 공컨테이너 공급운송, 거리별 왕복운임의 50% 적용",수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0027,CARRIER_E,UIWANG,의왕ICD(오봉역),DONGSAN,동산역 CY,40FT,1,2.0,CAND0707,184.76,124.83871666666667,185,1,573100.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",573100,,3,INELIGIBLE: COMBINE은 20FT 컨테이너에만 적용,False,0,236.2,242.0,139830.4,139800,20000,159800,573100,413300,0.7211655906473565,2025-07-03 15:00,2025-07-04 04:00,13.0,1.5,1.5,5.080645277777778,-7.919354722222222,2001.5854848,66.0,0.030303030303030304,60.6541056,158.6866688,98.0325632,0.6177744100454643,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0028,CARRIER_E,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,5,5.0,CAND0707,315.292,200.52891666666667,315,3,578833.3333333334,안전위탁운임,20FT 2개/대 COMBINE 2대 + 20FT 1개/대 1대,1887500,1736500,3,"ELIGIBLE: 20FT 2쌍은 2개/대 COMBINE, 잔여 1개는 1개/대 일반운임 적용",True,2,384.8,390.59999999999997,734660.15,734500,80000,814500,1736500,922000,0.530953066513101,2025-07-03 15:00,2025-07-04 09:00,18.0,1.5,1.5,6.342148611111112,-11.657851388888888,3230.65822464,66.0,0.07575757575757576,244.7468352,812.39397888,567.64714368,0.6987338144265691,"포지셔닝: 의왕ICD ↔ 항만 공컨테이너 공급운송, 거리별 왕복운임의 50% 적용",수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0029,CARRIER_E,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,40FT,1,2.0,CAND0707,315.292,200.52891666666667,315,1,421100.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",421100,,3,INELIGIBLE: COMBINE은 20FT 컨테이너에만 적용,False,0,384.8,390.59999999999997,227801.6,227800,20000,247800,421100,173300,0.41154120161481833,2025-07-03 15:00,2025-07-04 09:00,18.0,1.5,1.5,6.342148611111112,-11.657851388888888,3230.65822464,66.0,0.030303030303030304,97.89873408,270.79799296,172.89925888,0.6384805773118829,"포지셔닝: 의왕ICD ↔ 항만 공컨테이너 공급운송, 거리별 왕복운임의 50% 적용",수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0030,CARRIER_E,YAKMOK,약목역 CY,BUSAN,부산신항,20FT,1,1.0,CAND0158,156.557,130.8651,157,1,452800.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",452800,,3,INELIGIBLE: 20FT 1개는 2개/대 COMBINE 대상 아님,False,0,143.7,143.7,54870.41,54900,16000,70900,452800,381900,0.8434187279151943,2025-07-02 01:00,2025-07-02 09:00,8.0,1.5,1.5,5.181085,-2.8189149999999996,1188.54476928,66.0,0.015151515151515152,18.00825408,134.46367616,116.45542208,0.866073466126482,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0031,CARRIER_F,BUGANG,부강화물역 CY,BUSAN,부산신항,20FT,8,8.0,CAND0158,278.599,195.37800000000001,279,4,1254420.0,안전위탁운임,20FT 2개/대 COMBINE,5575200,5017680,3,ELIGIBLE: 20FT 4쌍에 2개/대 COMBINE 운임 적용,True,4,296.3,296.29999999999995,905113.52,904800,128000,1032800,5017680,3984880,0.7941678225793594,2025-07-01 20:00,2025-07-02 09:00,13.0,1.5,1.5,6.2563,-6.7437,2450.7015667199994,66.0,0.12121212121212122,297.05473535999994,957.13243648,660.07770112,0.6896409273804742,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0032,CARRIER_F,DONGSAN,동산역 CY,GWANGYANG,신광양항,40FT,1,2.0,CAND0707,149.167,98.62433333333334,149,1,500600.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",500600,,3,INELIGIBLE: COMBINE은 20FT 컨테이너에만 적용,False,0,148.6,148.6,87971.2,88000,20000,108000,500600,392600,0.7842588893328006,2025-07-04 01:00,2025-07-04 09:00,8.0,1.5,1.5,4.643738888888889,-3.3562611111111114,1229.07273984,66.0,0.030303030303030304,37.244628479999996,128.11655296,90.87192448000002,0.7092910508478296,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0033,CARRIER_F,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1.0,CAND0158,375.823,288.35766666666666,376,1,424100.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",424100,,3,INELIGIBLE: 20FT 1개는 2개/대 COMBINE 대상 아님,False,0,402.3,408.09999999999997,153614.23,153600,16000,169600,424100,254500,0.6000943173779769,2025-07-01 15:00,2025-07-02 09:00,18.0,1.5,1.5,7.805961111111111,-10.194038888888889,3375.40097664,66.0,0.015151515151515152,51.14243904,322.78685824,271.6444192,0.8415597235932872,"포지셔닝: 의왕ICD ↔ 항만 공컨테이너 공급운송, 거리별 왕복운임의 50% 적용",수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0034,CARRIER_F,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,4,4.0,CAND0170,375.823,288.35766666666666,376,2,763380.0,안전위탁운임,20FT 2개/대 COMBINE,1696400,1526760,3,ELIGIBLE: 20FT 2쌍에 2개/대 COMBINE 운임 적용,True,2,402.3,408.09999999999997,614456.92,614400,64000,678400,1526760,848360,0.5556603526421966,2025-07-04 15:00,2025-07-05 09:00,18.0,1.5,1.5,7.805961111111111,-10.194038888888889,3375.40097664,66.0,0.06060606060606061,204.56975616,645.57371648,441.00396032000003,0.6831194471865746,"포지셔닝: 의왕ICD ↔ 항만 공컨테이너 공급운송, 거리별 왕복운임의 50% 적용",수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0035,CARRIER_F,UIWANG,의왕ICD(오봉역),DONGSAN,동산역 CY,20FT,1,1.0,CAND0707,184.76,124.83871666666667,185,1,499000.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",499000,,3,INELIGIBLE: 20FT 1개는 2개/대 COMBINE 대상 아님,False,0,236.2,242.0,90190.61,90200,16000,106200,499000,392800,0.7871743486973948,2025-07-03 15:00,2025-07-04 04:00,13.0,1.5,1.5,5.080645277777778,-7.919354722222222,2001.5854848,66.0,0.015151515151515152,30.3270528,158.6866688,128.35961600000002,0.8088872050227323,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
REC0036,CARRIER_F,UIWANG,의왕ICD(오봉역),YAKMOK,약목역 CY,20FT,1,1.0,CAND0170,235.632,166.36041666666668,236,1,592300.0,안전위탁운임,"20FT 1개/대, 40FT 1개/대",592300,,3,INELIGIBLE: 20FT 1개는 2개/대 COMBINE 대상 아님,False,0,258.6,264.4,98743.82,98700,16000,114700,592300,477600,0.8063481343913558,2025-07-04 15:00,2025-07-05 04:00,13.0,1.5,1.5,5.772673611111111,-7.227326388888889,2186.85620736,66.0,0.015151515151515152,33.13418496,202.37961216,169.2454272,0.836277060686309,기본: 거리별 왕복운임 적용,수출입컨테이너_거리별_안전운임_2026_왕복.csv,NAVER Maps Directions 5 / traoptimal,"철도 총배출량 = 추천 OD 물리거리 × 3.21L/km × 35.2MJ/L × 73,200kgCO2/TJ ÷ 1,000,000; 배분 = 총배출량 × (recommendation quantity_teu / KORAIL_TRAIN_PLAN capacity_teu)",Rail: STOP_WORK_PLAN actual_load_start_time → actual_available_time; Truck: NAVER road duration + origin/destination each 1.5h
