detail_id,need_id,carrier_id,origin_hub,origin_name,destination_hub,destination_name,container_size,quantity_boxes,quantity_teu,train_id,load_start_time,departure_time,arrival_time,available_time,model_load_start_slot,model_departure_slot,model_arrival_slot,model_available_slot,service_due_time,earliness_hours,physical_distance_km,tariff_distance_km,estimated_rail_charge_krw
DETAIL0096,NEED0125,CARRIER_F,UIWANG,의왕ICD(오봉역),BUSAN,부산신항,20FT,1,1,CAND0156,2026-08-10 03:00,2026-08-10 06:00,2026-08-10 18:00,2026-08-10 21:00,3,6,18,21,2026-08-13 08:00,59,408.1,402.3,153614.23
DETAIL0097,NEED0130,CARRIER_F,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-12 08:00,5,390.6,384.8,146932.03
DETAIL0098,NEED0131,CARRIER_F,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-12 10:00,7,390.6,384.8,146932.03
DETAIL0099,NEED0132,CARRIER_F,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-12 11:00,8,390.6,384.8,146932.03
DETAIL0100,NEED0133,CARRIER_F,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-12 13:00,10,390.6,384.8,146932.03
DETAIL0101,NEED0134,CARRIER_F,BUGANG,부강화물역 CY,GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-12 14:00,11,278.8,278.8,106456.99
DETAIL0102,NEED0135,CARRIER_F,BUGANG,부강화물역 CY,GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-12 18:00,15,278.8,278.8,106456.99
DETAIL0103,NEED0136,CARRIER_F,BUGANG,부강화물역 CY,GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-13 08:00,29,278.8,278.8,106456.99
DETAIL0104,NEED0137,CARRIER_F,BUGANG,부강화물역 CY,GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-13 11:00,32,278.8,278.8,106456.99
DETAIL0105,NEED0138,CARRIER_F,BUGANG,부강화물역 CY,GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-13 12:00,33,278.8,278.8,106456.99
DETAIL0106,NEED0139,CARRIER_F,BUGANG,부강화물역 CY,GWANGYANG,신광양항,20FT,2,2,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-13 15:00,36,278.8,278.8,212913.98
DETAIL0107,NEED0140,CARRIER_F,BUGANG,부강화물역 CY,GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-13 16:00,37,278.8,278.8,106456.99
DETAIL0108,NEED0141,CARRIER_F,BUGANG,부강화물역 CY,GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 14:00,2026-08-11 17:00,2026-08-12 00:00,2026-08-12 03:00,38,41,48,51,2026-08-14 05:00,50,278.8,278.8,106456.99
DETAIL0109,NEED0142,CARRIER_F,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-14 08:00,53,390.6,384.8,146932.03
DETAIL0110,NEED0143,CARRIER_F,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-14 11:00,56,390.6,384.8,146932.03
DETAIL0111,NEED0144,CARRIER_F,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-14 14:00,59,390.6,384.8,146932.03
DETAIL0112,NEED0145,CARRIER_F,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-14 15:00,60,390.6,384.8,146932.03
DETAIL0113,NEED0146,CARRIER_F,UIWANG,의왕ICD(오봉역),GWANGYANG,신광양항,20FT,1,1,CAND0702,2026-08-11 09:00,2026-08-11 12:00,2026-08-12 00:00,2026-08-12 03:00,33,36,48,51,2026-08-14 18:00,63,390.6,384.8,146932.03
